time_ms,sensor,value,status
7410,VIBRATION,0,COMM_ERROR
7420,VIBRATION,-2.58593,OK
7431,VIBRATION,-2.54441,OK
7442,VIBRATION,-2.69176,OK
7450,VIBRATION,-2.30792,OK
7461,VIBRATION,-1.78954,OK
7471,VIBRATION,-1.67318,OK
7480,VIBRATION,-1.74225,OK
7491,VIBRATION,-1.64653,OK
7502,VIBRATION,-1.73849,OK
7510,VIBRATION,-1.76691,OK
7549,VIBRATION,-1.67364,OK
7560,VIBRATION,-1.37999,OK
7571,VIBRATION,-1.2949,OK
7579,VIBRATION,-1.43835,OK
7590,VIBRATION,-1.1042,OK
7600,VIBRATION,-1.06925,OK
7609,VIBRATION,-1.06008,OK
7619,VIBRATION,-0.786127,OK
7630,VIBRATION,-1.35427,OK
7640,VIBRATION,-1.12129,OK
7649,VIBRATION,-1.12043,OK
7660,VIBRATION,-1.21432,OK
7670,VIBRATION,-1.34087,OK
7679,VIBRATION,-0.720465,OK
7690,VIBRATION,-0.89884,OK
7700,VIBRATION,-1.17609,OK
7709,VIBRATION,-0.532062,OK
7720,VIBRATION,-1.0889,OK
7730,VIBRATION,-0.914183,OK
7739,VIBRATION,-0.639319,OK
7749,VIBRATION,-0.439166,OK
7760,VIBRATION,-0.556557,OK
7769,VIBRATION,-0.806224,OK
7779,VIBRATION,-0.83381,OK
7790,VIBRATION,-0.901412,OK
7801,VIBRATION,-1.13586,OK
7809,VIBRATION,-1.30321,OK
7820,VIBRATION,-0.804677,OK
7830,VIBRATION,-0.572891,OK
7839,VIBRATION,-0.550199,OK
7850,VIBRATION,-0.743266,OK
7860,VIBRATION,-0.615536,OK
7869,VIBRATION,-0.236988,OK
7880,VIBRATION,-0.143183,OK
7891,VIBRATION,-0.292192,OK
7899,VIBRATION,0.246831,OK
7910,VIBRATION,0.366033,OK
7919,VIBRATION,0.241595,OK
7929,VIBRATION,0.625103,OK
7940,VIBRATION,0.850338,OK
7949,VIBRATION,1.16885,OK
7959,VIBRATION,1.19036,OK
7970,VIBRATION,1.6142,OK
7979,VIBRATION,1.54997,OK
7989,VIBRATION,1.13208,OK
8000,PRESSURE,101.235,OK
8000,TEMPERATURE,21.7492,OK
8000,VIBRATION,0.700478,OK
8009,VIBRATION,0.423224,OK
8019,VIBRATION,0.458297,OK
8030,VIBRATION,0.921066,OK
8040,VIBRATION,0.846897,OK
8049,VIBRATION,1.10436,OK
8060,VIBRATION,0.788048,OK
8070,VIBRATION,1.02696,OK
8079,VIBRATION,1.10474,OK
8090,VIBRATION,0.880183,OK
8100,VIBRATION,0.891007,OK
8109,VIBRATION,0.884354,OK
8119,VIBRATION,0.803937,OK
8130,VIBRATION,0.773703,OK
8139,VIBRATION,1.1483,OK
8149,VIBRATION,1.3143,OK
8160,VIBRATION,1.11122,OK
8171,VIBRATION,0.688548,OK
8179,VIBRATION,1.3056,OK
8190,VIBRATION,1.60089,OK
8200,VIBRATION,1.54198,OK
8209,VIBRATION,1.41632,OK
8220,VIBRATION,1.65291,OK
8229,VIBRATION,2.02003,OK
8239,VIBRATION,1.4567,OK
8250,VIBRATION,1.19115,OK
8259,VIBRATION,1.38185,OK
8269,VIBRATION,1.29413,OK
8280,VIBRATION,1.20845,OK
8289,VIBRATION,1.14718,OK
8299,VIBRATION,1.2103,OK
8310,VIBRATION,1.35512,OK
8319,VIBRATION,1.55567,OK
8330,VIBRATION,1.73088,OK
8340,VIBRATION,1.5113,OK
8349,VIBRATION,1.35314,OK
8360,VIBRATION,0.770383,OK
8371,VIBRATION,1.30234,OK
8379,VIBRATION,0.931839,OK
8390,VIBRATION,1.34678,OK
8400,VIBRATION,1.17741,OK
8409,VIBRATION,1.10656,OK
8419,VIBRATION,0.900515,OK
8430,VIBRATION,1.21214,OK
8439,VIBRATION,1.80132,OK
8449,VIBRATION,1.90849,OK
8460,VIBRATION,2.0213,OK
8469,VIBRATION,1.53472,OK
8479,VIBRATION,1.90837,OK
8490,VIBRATION,1.55833,OK
8499,VIBRATION,1.48481,OK
8509,VIBRATION,1.4729,OK
8520,VIBRATION,1.06714,OK
8530,VIBRATION,0.991492,OK
8539,VIBRATION,0.728279,OK
8550,VIBRATION,0.452105,OK
8560,VIBRATION,0.080314,OK
8569,VIBRATION,-0.0988854,OK
8579,VIBRATION,0.266833,OK
8590,VIBRATION,-0.228913,OK
8599,VIBRATION,-0.230658,OK
8609,VIBRATION,0.186407,OK
8620,VIBRATION,0.291691,OK
8629,VIBRATION,1.11472,OK
8639,VIBRATION,1.14815,OK
8650,VIBRATION,1.27278,OK
8660,VIBRATION,1.40185,OK
8669,VIBRATION,1.7648,OK
8679,VIBRATION,1.36202,OK
8690,VIBRATION,0.97136,OK
8699,VIBRATION,0.504074,OK
8709,VIBRATION,0.327644,OK
8720,VIBRATION,0,COMM_ERROR
8729,VIBRATION,0.190766,OK
8739,VIBRATION,0.472429,OK
8750,VIBRATION,-0.0866326,OK
8759,VIBRATION,-0.224904,OK
8769,VIBRATION,0.00292285,OK
8780,VIBRATION,0.327678,OK
8789,VIBRATION,0.463542,OK
8799,VIBRATION,0.90528,OK
8810,VIBRATION,0.621778,OK
8819,VIBRATION,0.635523,OK
8829,VIBRATION,0.45683,OK
8840,VIBRATION,0.0147214,OK
8849,VIBRATION,0,COMM_ERROR
8859,VIBRATION,-0.0384762,OK
8870,VIBRATION,-0.150537,OK
8880,VIBRATION,0.0739859,OK
8889,VIBRATION,0.184089,OK
8900,VIBRATION,-0.14987,OK
8910,VIBRATION,0.236077,OK
8919,VIBRATION,0.20407,OK
8929,VIBRATION,-0.33761,OK
8940,VIBRATION,-0.0949339,OK
8949,VIBRATION,0.136918,OK
8959,VIBRATION,0.0611665,OK
8970,VIBRATION,-0.198403,OK
8979,VIBRATION,-0.261606,OK
8990,VIBRATION,-0.0953187,OK
9000,PRESSURE,101.241,OK
9000,TEMPERATURE,21.7267,OK
9000,VIBRATION,-0.0475408,OK
9009,VIBRATION,-0.133728,OK
9019,VIBRATION,0.489052,OK
9030,VIBRATION,0.279949,OK
9039,VIBRATION,0.0672735,OK
9049,VIBRATION,0.0145929,OK
9060,VIBRATION,0.289487,OK
9070,VIBRATION,-0.09498,OK
9079,VIBRATION,-0.0235227,OK
9089,VIBRATION,0.0521553,OK
9100,VIBRATION,0.144925,OK
9109,VIBRATION,0.388824,OK
9119,VIBRATION,0.102223,OK
9130,VIBRATION,-0.0595596,OK
9139,VIBRATION,-0.306695,OK
9149,VIBRATION,0.135832,OK
9160,VIBRATION,0.231408,OK
9170,VIBRATION,-0.0491966,OK
9179,VIBRATION,-0.719417,OK
9189,VIBRATION,-0.641065,OK
9200,VIBRATION,-0.684369,OK
9209,VIBRATION,-0.65218,OK
9219,VIBRATION,-0.408817,OK
9230,VIBRATION,-0.2856,OK
9239,VIBRATION,-0.163039,OK
9249,VIBRATION,-0.794042,OK
9260,VIBRATION,-0.61746,OK
9270,VIBRATION,-0.299154,OK
9279,VIBRATION,-0.302172,OK
9289,VIBRATION,-0.233453,OK
9300,VIBRATION,-0.108942,OK
9309,VIBRATION,-0.28123,OK
9319,VIBRATION,-0.745309,OK
9330,VIBRATION,-1.11715,OK
9340,VIBRATION,-1.41593,OK
9349,VIBRATION,-1.2745,OK
9360,VIBRATION,-1.54172,OK
9370,VIBRATION,-1.3665,OK
9379,VIBRATION,-1.70174,OK
9389,VIBRATION,-1.65281,OK
9400,VIBRATION,-1.22905,OK
9410,VIBRATION,-1.73777,OK
9419,VIBRATION,-1.44322,OK
9430,VIBRATION,-1.37485,OK
9440,VIBRATION,-1.18483,OK
9449,VIBRATION,-1.09697,OK
9460,VIBRATION,-1.65633,OK
9470,VIBRATION,-1.30086,OK
9479,VIBRATION,-0.889476,OK
9489,VIBRATION,-0.619924,OK
9500,VIBRATION,-0.857359,OK
9509,VIBRATION,-0.812826,OK
9521,VIBRATION,-0.45243,OK
9529,VIBRATION,-0.275121,OK
9540,VIBRATION,-0.273224,OK
9551,VIBRATION,-0.535287,OK
9559,VIBRATION,-0.524917,OK
9570,VIBRATION,-0.445801,OK
9580,VIBRATION,-0.870396,OK
9589,VIBRATION,-0.617802,OK
9599,VIBRATION,-0.83306,OK
9610,VIBRATION,-0.668024,OK
9621,VIBRATION,-0.907023,OK
9629,VIBRATION,-0.339705,OK
9640,VIBRATION,-0.0504366,OK
9649,VIBRATION,0.0465799,OK
9659,VIBRATION,-0.389207,OK
9670,VIBRATION,-0.213958,OK
9680,VIBRATION,-0.0810087,OK
9689,VIBRATION,-0.0931412,OK
9700,VIBRATION,-0.201187,OK
9711,VIBRATION,-0.52333,OK
9719,VIBRATION,-1.25871,OK
9730,VIBRATION,-1.64114,OK
9740,VIBRATION,-1.51506,OK
9749,VIBRATION,-1.97984,OK
9759,VIBRATION,-2.0505,OK
9770,VIBRATION,-1.74501,OK
9779,VIBRATION,-2.06074,OK
9789,VIBRATION,-1.81759,OK
9800,VIBRATION,-1.50228,OK
9809,VIBRATION,-1.37436,OK
9819,VIBRATION,-1.1771,OK
9830,VIBRATION,-0.416713,OK
9839,VIBRATION,-0.109259,OK
9849,VIBRATION,-0.208474,OK
9860,VIBRATION,-0.499546,OK
9869,VIBRATION,-0.00273514,OK
9879,VIBRATION,-0.152157,OK
9890,VIBRATION,-0.249152,OK
9899,VIBRATION,0.0673109,OK
9909,VIBRATION,-0.129611,OK
9920,VIBRATION,0.0200353,OK
9931,VIBRATION,-0.279295,OK
9939,VIBRATION,-0.0969835,OK
9949,VIBRATION,-0.238757,OK
9960,VIBRATION,-0.881332,OK
9971,VIBRATION,-0.960561,OK
9979,VIBRATION,-1.14302,OK
9989,VIBRATION,-1.14735,OK
10000,PRESSURE,101.235,OK
10000,TEMPERATURE,21.5948,OK
10000,VIBRATION,-1.19852,OK
10011,VIBRATION,-1.10253,OK
10019,VIBRATION,-0.649796,OK
10030,VIBRATION,-0.746141,OK
10040,VIBRATION,-0.805442,OK
10049,VIBRATION,-0.391899,OK
10059,VIBRATION,-0.247193,OK
10070,VIBRATION,-0.126077,OK
10080,VIBRATION,-0.486432,OK
10089,VIBRATION,-0.712572,OK
10099,VIBRATION,-0.196717,OK
10110,VIBRATION,0.0384581,OK
10119,VIBRATION,-0.333068,OK
10129,VIBRATION,-0.563192,OK
10141,VIBRATION,-0.684657,OK
10149,VIBRATION,0.117904,OK
10160,VIBRATION,-0.101602,OK
10170,VIBRATION,-0.493222,OK
10179,VIBRATION,-0.0819766,OK
10189,VIBRATION,-0.5287,OK
10200,VIBRATION,-0.942148,OK
10210,VIBRATION,-1.06251,OK
10219,VIBRATION,-0.799989,OK
10229,VIBRATION,-0.924892,OK
10240,VIBRATION,-0.921859,OK
10249,VIBRATION,-0.684282,OK
10259,VIBRATION,-0.773757,OK
10270,VIBRATION,-0.479312,OK
10281,VIBRATION,-0.0649195,OK
10289,VIBRATION,-0.70465,OK
10300,VIBRATION,-0.641569,OK
10310,VIBRATION,-0.450623,OK
10319,VIBRATION,-0.577335,OK
10329,VIBRATION,-0.711098,OK
10340,VIBRATION,-0.399593,OK
10350,VIBRATION,-0.266132,OK
10359,VIBRATION,-0.289115,OK
10369,VIBRATION,0.0564951,OK
10380,VIBRATION,0.635367,OK
10391,VIBRATION,0.958113,OK
10399,VIBRATION,1.11019,OK
10410,VIBRATION,1.08494,OK
10421,VIBRATION,0.876704,OK
10429,VIBRATION,0.540082,OK
10440,VIBRATION,-0.228695,OK
10450,VIBRATION,-0.431353,OK
10459,VIBRATION,-0.749836,OK
10469,VIBRATION,-0.500076,OK
10480,VIBRATION,-0.982506,OK
10489,VIBRATION,-0.270935,OK
10499,VIBRATION,-0.447867,OK
10510,VIBRATION,-0.475953,OK
10520,VIBRATION,-0.265212,OK
10529,VIBRATION,-0.010855,OK
10540,VIBRATION,-0.213737,OK
10551,VIBRATION,-0.127067,OK
10559,VIBRATION,0.478903,OK
10570,VIBRATION,0.29122,OK
10580,VIBRATION,0.110547,OK
10589,VIBRATION,0.0902539,OK
10599,VIBRATION,-0.875538,OK
10610,VIBRATION,-0.920275,OK
10619,VIBRATION,-0.35391,OK
10629,VIBRATION,-0.82107,OK
10640,VIBRATION,-0.981353,OK
10650,VIBRATION,-1.0958,OK
10659,VIBRATION,-0.438857,OK
10669,VIBRATION,-0.595045,OK
10680,VIBRATION,-0.439077,OK
10689,VIBRATION,-0.430612,OK
10699,VIBRATION,-0.341702,OK
10710,VIBRATION,-0.313903,OK
10720,VIBRATION,-0.10023,OK
10729,VIBRATION,-0.334043,OK
10739,VIBRATION,-0.295907,OK
10750,VIBRATION,-0.337651,OK
10759,VIBRATION,0.0727434,OK
10770,VIBRATION,-0.0219891,OK
10780,VIBRATION,0.241463,OK
10789,VIBRATION,0.405151,OK
10800,VIBRATION,0.691414,OK
10810,VIBRATION,0.760883,OK
10819,VIBRATION,1.14838,OK
10830,VIBRATION,1.07396,OK
10840,VIBRATION,0.792608,OK
10849,VIBRATION,0.868541,OK
10859,VIBRATION,0.683177,OK
10870,VIBRATION,0.771029,OK
10879,VIBRATION,0.308848,OK
10889,VIBRATION,0.204133,OK
10900,VIBRATION,0.734202,OK
10909,VIBRATION,0.857631,OK
10919,VIBRATION,1.17501,OK
10930,VIBRATION,0.99016,OK
10940,VIBRATION,1.63902,OK
10949,VIBRATION,1.3452,OK
10960,VIBRATION,1.92173,OK
10970,VIBRATION,1.21316,OK
10979,VIBRATION,0.550056,OK
10989,VIBRATION,0.283323,OK
11000,PRESSURE,101.234,OK
11000,TEMPERATURE,21.6494,OK
11000,VIBRATION,-0.216431,OK
11011,VIBRATION,0.0737801,OK
11019,VIBRATION,-0.138603,OK
11030,VIBRATION,-0.348529,OK
11040,VIBRATION,-0.701472,OK
11049,VIBRATION,-0.373157,OK
11060,VIBRATION,-0.312733,OK
11070,VIBRATION,-0.80101,OK
11079,VIBRATION,-0.577419,OK
11089,VIBRATION,-1.34122,OK
11100,VIBRATION,-1.19476,OK
11109,VIBRATION,-0.70655,OK
11119,VIBRATION,-0.93765,OK
11130,VIBRATION,-0.849386,OK
11139,VIBRATION,-0.521474,OK
11149,VIBRATION,0.0119109,OK
11160,VIBRATION,-0.253126,OK
11170,VIBRATION,-0.385687,OK
11179,VIBRATION,0.0760903,OK
11189,VIBRATION,0.324726,OK
11200,VIBRATION,0.233291,OK
11211,VIBRATION,0.276663,OK
11219,VIBRATION,-0.0332812,OK
11230,VIBRATION,0.251817,OK
11240,VIBRATION,-0.0328651,OK
11249,VIBRATION,-0.415209,OK
11259,VIBRATION,-0.282471,OK
11270,VIBRATION,-0.763771,OK
11280,VIBRATION,-1.30369,OK
11289,VIBRATION,-0.910581,OK
11299,VIBRATION,-1.30476,OK
11310,VIBRATION,-1.4498,OK
11321,VIBRATION,-1.59049,OK
11329,VIBRATION,-1.70719,OK
11340,VIBRATION,-1.64491,OK
11350,VIBRATION,-1.03882,OK
11359,VIBRATION,-1.13647,OK
11370,VIBRATION,-0.40731,OK
11379,VIBRATION,-0.204749,OK
11389,VIBRATION,-0.131199,OK
11400,VIBRATION,0.107365,OK
11411,VIBRATION,0.35974,OK
11419,VIBRATION,0.458237,OK
11430,VIBRATION,0.302686,OK
11440,VIBRATION,0.146087,OK
11449,VIBRATION,0.0364433,OK
11459,VIBRATION,0.701661,OK
11470,VIBRATION,0.666614,OK
11481,VIBRATION,0.847332,OK
11489,VIBRATION,1.00742,OK
11500,VIBRATION,1.45898,OK
11510,VIBRATION,1.23952,OK
11519,VIBRATION,1.23282,OK
11529,VIBRATION,1.65414,OK
11540,VIBRATION,2.09726,OK
11550,VIBRATION,2.20266,OK
11559,VIBRATION,2.43263,OK
11569,VIBRATION,2.05049,OK
11580,VIBRATION,2.84908,OK
11590,VIBRATION,2.60953,OK
11599,VIBRATION,3.0316,OK
11609,VIBRATION,3.07912,OK
11620,VIBRATION,3.21071,OK
11631,VIBRATION,2.84234,OK
11639,VIBRATION,2.3334,OK
11649,VIBRATION,1.99891,OK
11660,VIBRATION,2.09116,OK
11671,VIBRATION,1.47341,OK
11679,VIBRATION,1.25835,OK
11690,VIBRATION,0.94696,OK
11700,VIBRATION,1.33069,OK
11709,VIBRATION,1.26035,OK
11719,VIBRATION,1.0828,OK
11730,VIBRATION,1.1953,OK
11739,VIBRATION,0.970831,OK
11749,VIBRATION,0.531409,OK
11760,VIBRATION,0.675995,OK
11769,VIBRATION,0.697912,OK
11779,VIBRATION,0.626822,OK
11790,VIBRATION,0.702883,OK
11801,VIBRATION,0.795865,OK
11809,VIBRATION,0.187199,OK
11820,VIBRATION,0.264587,OK
11831,VIBRATION,0.563361,OK
11839,VIBRATION,0.479675,OK
11850,VIBRATION,0.294987,OK
11860,VIBRATION,0.482087,OK
11869,VIBRATION,0.656884,OK
11879,VIBRATION,0.40167,OK
11890,VIBRATION,0.298645,OK
11899,VIBRATION,0.271104,OK
11909,VIBRATION,0.627225,OK
11920,VIBRATION,0.624734,OK
11929,VIBRATION,0.565528,OK
11939,VIBRATION,0.377734,OK
11950,VIBRATION,0.232021,OK
11959,VIBRATION,0.660651,OK
11969,VIBRATION,0.646787,OK
11980,VIBRATION,0.675243,OK
11991,VIBRATION,0.603347,OK
11999,VIBRATION,0.723992,OK
12001,PRESSURE,101.193,OK
12001,TEMPERATURE,21.6241,OK
12010,VIBRATION,0.484316,OK
12020,VIBRATION,0.543496,OK
12029,VIBRATION,0.966073,OK
12040,VIBRATION,0.708886,OK
12050,VIBRATION,1.20669,OK
12059,VIBRATION,1.24821,OK
12070,VIBRATION,1.00491,OK
12080,VIBRATION,0.544468,OK
12089,VIBRATION,0,COMM_ERROR
12099,VIBRATION,0.757763,OK
12110,VIBRATION,0.396333,OK
12119,VIBRATION,0.0755543,OK
12129,VIBRATION,0.190223,OK
12140,VIBRATION,-0.0301546,OK
12150,VIBRATION,-0.0635613,OK
12159,VIBRATION,0.269113,OK
12169,VIBRATION,0.420257,OK
12180,VIBRATION,0.644173,OK
12189,VIBRATION,1.16779,OK
12199,VIBRATION,0.601114,OK
12210,VIBRATION,0.78341,OK
12219,VIBRATION,0.638573,OK
12229,VIBRATION,0.104346,OK
12240,VIBRATION,-0.0279811,OK
12249,VIBRATION,0.37477,OK
12259,VIBRATION,0.601513,OK
12270,VIBRATION,0.563073,OK
12279,VIBRATION,0.701562,OK
12289,VIBRATION,0.691605,OK
12300,VIBRATION,0.45368,OK
12309,VIBRATION,0.270016,OK
12319,VIBRATION,0.0672725,OK
12330,VIBRATION,-0.264049,OK
12339,VIBRATION,-0.18608,OK
12349,VIBRATION,-0.421351,OK
12360,VIBRATION,-0.240823,OK
12370,VIBRATION,-0.26243,OK
12379,VIBRATION,0.0593477,OK
12389,VIBRATION,0.379691,OK
12400,VIBRATION,0.651304,OK
12410,VIBRATION,0.501785,OK
12419,VIBRATION,0.212475,OK
12429,VIBRATION,-0.058954,OK
12440,VIBRATION,-0.458221,OK
12449,VIBRATION,-0.683369,OK
12459,VIBRATION,-0.52396,OK
12470,VIBRATION,-0.46948,OK
12481,VIBRATION,-0.217439,OK
12489,VIBRATION,-0.102006,OK
12500,VIBRATION,-0.180651,OK
12510,VIBRATION,-0.324324,OK
12519,VIBRATION,-0.247923,OK
12530,VIBRATION,-0.137106,OK
12540,VIBRATION,0.279856,OK
12549,VIBRATION,0.830279,OK
12559,VIBRATION,0.875065,OK
12570,VIBRATION,1.02929,OK
12579,VIBRATION,1.41528,OK
12589,VIBRATION,1.60238,OK
12600,VIBRATION,1.63981,OK
12611,VIBRATION,1.99031,OK
12619,VIBRATION,2.39355,OK
12630,VIBRATION,1.88309,OK
12640,VIBRATION,1.80907,OK
12649,VIBRATION,1.64511,OK
12660,VIBRATION,1.23355,OK
12670,VIBRATION,1.29773,OK
12679,VIBRATION,1.31879,OK
12689,VIBRATION,0.771888,OK
12700,VIBRATION,0.744978,OK
12710,VIBRATION,1.43869,OK
12719,VIBRATION,1.2695,OK
12729,VIBRATION,1.28205,OK
12739,VIBRATION,1.34346,OK
12750,VIBRATION,1.31803,OK
12760,VIBRATION,1.52545,OK
12769,VIBRATION,1.59287,OK
12779,VIBRATION,1.27831,OK
12790,VIBRATION,0.854502,OK
12799,VIBRATION,0.822138,OK
12809,VIBRATION,0.812917,OK
12820,VIBRATION,0.95889,OK
12830,VIBRATION,0.949541,OK
12839,VIBRATION,0.937342,OK
12849,VIBRATION,0.818617,OK
12860,VIBRATION,0.522788,OK
12871,VIBRATION,0.845771,OK
12879,VIBRATION,0.506529,OK
12890,VIBRATION,0.450899,OK
12900,VIBRATION,0.517006,OK
12909,VIBRATION,0.250177,OK
12919,VIBRATION,0.40801,OK
12930,VIBRATION,0.524061,OK
12941,VIBRATION,0.280611,OK
12949,VIBRATION,0.447616,OK
12960,VIBRATION,0.390673,OK
12970,VIBRATION,0.49622,OK
12979,VIBRATION,0.356443,OK
12990,VIBRATION,0.65742,OK
13000,PRESSURE,101.285,OK
13000,TEMPERATURE,21.5353,OK
13000,VIBRATION,0.367062,OK
13009,VIBRATION,0.260003,OK
13020,VIBRATION,0.626953,OK
13030,VIBRATION,0.763222,OK
13039,VIBRATION,0.657062,OK
13049,VIBRATION,0.442217,OK
13060,VIBRATION,0.723151,OK
13069,VIBRATION,0.593026,OK
13079,VIBRATION,0.711482,OK
13090,VIBRATION,0.975649,OK
13099,VIBRATION,0.798635,OK
13109,VIBRATION,1.06358,OK
13120,VIBRATION,1.14236,OK
13130,VIBRATION,1.1432,OK
13139,VIBRATION,0.460833,OK
13149,VIBRATION,0.747368,OK
13160,VIBRATION,0.805152,OK
13169,VIBRATION,0.705492,OK
13179,VIBRATION,0.660411,OK
13190,VIBRATION,-0.16657,OK
13201,VIBRATION,-0.157053,OK
13209,VIBRATION,-0.574571,OK
13220,VIBRATION,-0.576093,OK
13231,VIBRATION,-0.224419,OK
13239,VIBRATION,0.0349286,OK
13250,VIBRATION,0.388366,OK
13260,VIBRATION,0.589193,OK
13269,VIBRATION,0.376832,OK
13280,VIBRATION,-0.24577,OK
13291,VIBRATION,-0.0284971,OK
13299,VIBRATION,-0.0665098,OK
13310,VIBRATION,0.0063154,OK
13319,VIBRATION,-0.281119,OK
13329,VIBRATION,-0.0422199,OK
13340,VIBRATION,-0.217789,OK
13349,VIBRATION,-0.233772,OK
13359,VIBRATION,-0.288957,OK
13370,VIBRATION,-0.842793,OK
13381,VIBRATION,-0.800275,OK
13389,VIBRATION,-0.871304,OK
13400,VIBRATION,0,COMM_ERROR
13410,VIBRATION,-0.525334,OK
13419,VIBRATION,-1.04762,OK
13429,VIBRATION,-1.31862,OK
13440,VIBRATION,-1.21657,OK
13451,VIBRATION,-0.737561,OK
13459,VIBRATION,-0.257728,OK
13470,VIBRATION,0.109543,OK
13480,VIBRATION,-0.128397,OK
13489,VIBRATION,-0.0804202,OK
13500,VIBRATION,0.10331,OK
13511,VIBRATION,0.137238,OK
13519,VIBRATION,0.00942569,OK
13530,VIBRATION,0.224639,OK
13540,VIBRATION,-0.276706,OK
13549,VIBRATION,-0.516095,OK
13559,VIBRATION,-0.754971,OK
13570,VIBRATION,-0.439439,OK
13581,VIBRATION,-0.914209,OK
13589,VIBRATION,-1.11969,OK
13600,VIBRATION,-1.02766,OK
13610,VIBRATION,-1.07214,OK
13619,VIBRATION,-0.770332,OK
13630,VIBRATION,-1.32601,OK
13640,VIBRATION,-0.814643,OK
13649,VIBRATION,-0.528564,OK
13659,VIBRATION,-0.40512,OK
13670,VIBRATION,-0.274458,OK
13680,VIBRATION,-0.29716,OK
13689,VIBRATION,-0.581522,OK
13700,VIBRATION,-0.846636,OK
13710,VIBRATION,-0.919342,OK
13719,VIBRATION,-1.17875,OK
13729,VIBRATION,-0.877621,OK
13740,VIBRATION,-1.27704,OK
13750,VIBRATION,-0.853844,OK
13759,VIBRATION,-0.585307,OK
13769,VIBRATION,-0.444642,OK
13780,VIBRATION,-0.723207,OK
13789,VIBRATION,-0.853555,OK
13799,VIBRATION,-0.723338,OK
13810,VIBRATION,-1.39705,OK
13819,VIBRATION,-1.19477,OK
13829,VIBRATION,-1.14401,OK
13840,VIBRATION,-0.455145,OK
13850,VIBRATION,-0.344487,OK
13859,VIBRATION,0.00212956,OK
13870,VIBRATION,0.128406,OK
13880,VIBRATION,0.191394,OK
13889,VIBRATION,-0.302726,OK
13899,VIBRATION,-0.261104,OK
13910,VIBRATION,-0.674645,OK
13919,VIBRATION,-0.905272,OK
13929,VIBRATION,-0.542468,OK
13940,VIBRATION,-0.607416,OK
13951,VIBRATION,-0.746012,OK
13959,VIBRATION,-1.00696,OK
13970,VIBRATION,-0.734121,OK
13980,VIBRATION,-0.516506,OK
13989,VIBRATION,-0.23441,OK
14000,PRESSURE,101.305,OK
14000,TEMPERATURE,21.62,OK
14000,VIBRATION,-0.101309,OK
14010,VIBRATION,0.0790097,OK
14019,VIBRATION,-0.18624,OK
14030,VIBRATION,-0.183562,OK
14040,VIBRATION,-0.0795749,OK
14049,VIBRATION,-0.505011,OK
14059,VIBRATION,-0.361672,OK
14070,VIBRATION,-0.558228,OK
14079,VIBRATION,-0.682142,OK
14089,VIBRATION,-1.07919,OK
14100,VIBRATION,-1.65339,OK
14111,VIBRATION,-1.05235,OK
14119,VIBRATION,-0.981843,OK
14130,VIBRATION,-1.09127,OK
14141,VIBRATION,-1.39036,OK
14149,VIBRATION,-1.31282,OK
14160,VIBRATION,-1.3683,OK
14170,VIBRATION,-1.44153,OK
14179,VIBRATION,-1.26301,OK
14189,VIBRATION,-1.32904,OK
14200,VIBRATION,-1.11387,OK
14211,VIBRATION,-0.744401,OK
14219,VIBRATION,-0.83067,OK
14230,VIBRATION,-0.702617,OK
14240,VIBRATION,-0.599439,OK
14249,VIBRATION,-0.711043,OK
14260,VIBRATION,-0.628251,OK
14270,VIBRATION,-0.452722,OK
14279,VIBRATION,-0.524329,OK
14289,VIBRATION,-0.385732,OK
14300,VIBRATION,-0.265988,OK
14311,VIBRATION,-0.258329,OK
14319,VIBRATION,-0.13256,OK
14330,VIBRATION,-0.190603,OK
14340,VIBRATION,-0.245448,OK
14349,VIBRATION,0.221593,OK
14359,VIBRATION,-0.126241,OK
14370,VIBRATION,0.0223492,OK
14381,VIBRATION,-0.320185,OK
14389,VIBRATION,-0.10481,OK
14400,VIBRATION,-0.280249,OK
14410,VIBRATION,-0.532447,OK
14419,VIBRATION,-0.493341,OK
14429,VIBRATION,-0.55294,OK
14440,VIBRATION,-0.412751,OK
14449,VIBRATION,0.017502,OK
14459,VIBRATION,0.0170509,OK
14470,VIBRATION,0.272198,OK
14481,VIBRATION,-0.177248,OK
14489,VIBRATION,-0.420971,OK
14500,VIBRATION,-0.459429,OK
14510,VIBRATION,-0.683678,OK
14519,VIBRATION,-0.488166,OK
14530,VIBRATION,-0.53003,OK
14540,VIBRATION,-0.357601,OK
14549,VIBRATION,0.191876,OK
14560,VIBRATION,0.167359,OK
14571,VIBRATION,-0.00696921,OK
14579,VIBRATION,0.404657,OK
14590,VIBRATION,0.388643,OK
14599,VIBRATION,0.410382,OK
14609,VIBRATION,0.146712,OK
14620,VIBRATION,0.0961447,OK
14630,VIBRATION,-0.339572,OK
14639,VIBRATION,-0.305666,OK
14649,VIBRATION,-0.442992,OK
14660,VIBRATION,-0.74219,OK
14669,VIBRATION,-0.371514,OK
14679,VIBRATION,0.0818879,OK
14690,VIBRATION,-0.0868172,OK
14700,VIBRATION,0.468505,OK
14709,VIBRATION,0.89273,OK
14719,VIBRATION,1.14271,OK
14730,VIBRATION,1.3168,OK
14739,VIBRATION,1.73445,OK
14749,VIBRATION,1.2169,OK
14760,VIBRATION,1.36914,OK
14770,VIBRATION,1.04256,OK
14779,VIBRATION,1.09756,OK
14790,VIBRATION,0.961902,OK
14799,VIBRATION,0.964975,OK
